,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_LE,CODE_GENDER_LE,FLAG_OWN_CAR_LE,FLAG_OWN_REALTY_LE,NAME_TYPE_SUITE_LE,NAME_INCOME_TYPE_LE,NAME_EDUCATION_TYPE_LE,NAME_FAMILY_STATUS_LE,NAME_HOUSING_TYPE_LE,OCCUPATION_TYPE_LE,WEEKDAY_APPR_PROCESS_START_LE,ORGANIZATION_TYPE_LE,TARGET
52753,146584,2,9.0,15.0,2.0,14.0,0.009549,32.0,6.0,14.0,12.0,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0,0,1,1,6,7,4,1,1,8,6,35,1
69930,269161,3,20.0,18.0,1.0,18.0,0.022625,48.0,2.0,5.0,3.0,1,1,0,1,0,0,5.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,6,7,2,1,1,10,6,7,1
30178,392438,0,14.0,104.0,3.0,90.0,0.022625,41.0,4.0,0.0,13.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0,1,0,0,6,7,1,1,1,10,5,5,1
62977,102217,1,12.0,22.0,3.0,22.0,0.026392,36.0,2.0,13.0,13.0,1,1,1,1,0,0,3.0,2,2,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0,1,1,0,6,7,4,1,1,17,0,4,0
87041,403198,0,14.0,31.0,1.0,25.0,0.020246,61.0,-1001.0,11.0,14.0,1,0,0,1,0,0,2.0,3,3,7,0,0,0,0,0,0,8.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,3,4,1,1,17,0,57,1
40963,292635,0,11.0,34.0,1.0,27.0,0.030755,23.0,1.0,4.0,2.0,1,1,1,1,1,0,2.0,2,2,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,1,4,1,1,8,4,47,0
9746,119265,1,18.0,11.0,1.0,9.0,0.009175,27.0,4.0,16.0,3.0,1,1,0,1,0,0,3.0,2,2,15,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,2,1,1,3,6,42,1
93647,227240,1,13.0,14.0,1.0,14.0,0.030755,35.0,4.0,2.0,13.0,1,1,1,1,1,0,3.0,2,2,9,0,0,0,0,0,0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,4,4,1,1,8,2,6,1
54603,356295,1,14.0,34.0,2.0,34.0,0.026392,47.0,2.0,3.0,2.0,1,1,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,3,1,1,5,4,1
43469,309194,0,5.0,23.0,2.0,19.0,0.01885,29.0,1.0,12.0,0.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,1,1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,1,1,1,1,1,33,1
2406,450964,2,18.0,126.0,4.0,110.0,0.04622,34.0,1.0,10.0,11.0,1,1,0,1,0,1,4.0,1,1,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,3.0,0,0,0,1,6,1,4,1,1,17,2,5,1
85271,249971,0,11.0,30.0,2.0,27.0,0.01885,56.0,4.0,26.0,11.0,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,4,1,14,5,51,1
91407,342811,0,11.0,17.0,2.0,15.0,0.019101,43.0,1.0,7.0,11.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,8.0,2.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,6,1,4,1,1,17,1,12,1
20290,359670,0,18.0,30.0,1.0,26.0,0.00733,64.0,12.0,24.0,12.0,1,1,1,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,1,5,7,1,0,1,16,0,5,1
24745,431038,0,14.0,63.0,2.0,63.0,0.018209,60.0,-1001.0,14.0,13.0,1,0,0,1,0,0,2.0,3,3,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,1,3,4,0,1,17,1,57,1
93466,401133,0,16.0,18.0,1.0,18.0,0.002042,31.0,6.0,14.0,8.0,1,1,0,1,0,0,2.0,3,3,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,1,0,6,7,4,1,5,8,4,5,0
51415,296562,0,18.0,101.0,3.0,84.0,0.0072739999999999,31.0,1.0,14.0,6.0,1,1,1,1,0,0,1.0,2,2,15,0,0,0,0,0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,6,4,4,2,1,6,6,11,1
69676,293755,0,16.0,60.0,3.0,60.0,0.028663,45.0,6.0,1.0,0.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,1,0,1,7,4,1,1,17,6,5,1
7608,314015,0,34.0,193.0,8.0,180.0,0.030755,59.0,12.0,14.0,14.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,7,1,1,1,10,6,5,1
49497,101567,0,18.0,45.0,2.0,45.0,0.030755,55.0,-1001.0,33.0,10.0,1,0,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,6,3,1,1,1,17,0,57,1
19136,309070,1,11.0,29.0,1.0,29.0,0.019101,37.0,3.0,11.0,11.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,1,1,11.0,1.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,6,4,1,1,1,11,0,30,1
47586,148494,0,14.0,55.0,3.0,39.0,0.04622,36.0,7.0,6.0,8.0,1,1,0,1,0,0,2.0,1,1,9,0,0,0,1,1,1,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,7,4,1,2,8,0,16,1
78525,167073,1,22.0,57.0,2.0,45.0,0.030755,30.0,2.0,13.0,10.0,1,1,0,1,0,0,3.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,0,1,1,4,1,1,10,4,5,1
95898,159995,0,20.0,68.0,2.0,68.0,0.030755,53.0,23.0,26.0,8.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,7,1,1,1,10,0,31,1
64223,372303,1,14.0,68.0,3.0,68.0,0.02461,25.0,2.0,6.0,4.0,1,1,0,1,0,0,3.0,2,2,17,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,1,4,1,1,14,1,42,0
54199,288339,1,16.0,102.0,3.0,85.0,0.010556,46.0,3.0,26.0,1.0,1,1,1,1,1,0,3.0,3,3,11,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,3,0,1,17,6,5,0
19389,452157,0,17.0,40.0,2.0,25.0,0.032561,58.0,5.0,30.0,12.0,1,1,0,1,1,0,1.0,1,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,1,6,7,4,4,1,1,1,5,1
48392,165214,0,25.0,72.0,4.0,72.0,0.00496,55.0,3.0,2.0,9.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,7,4,3,1,2,5,42,0
56356,158566,0,11.0,22.0,1.0,22.0,0.028663,22.0,2.0,7.0,2.0,1,1,1,1,0,0,1.0,2,2,12,0,0,0,0,1,1,6.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0,1,0,1,6,1,4,3,1,3,1,46,0
8491,114276,0,18.0,33.0,1.0,27.0,0.0084739999999999,52.0,-1001.0,6.0,6.0,1,0,0,1,1,0,1.0,2,2,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,6,3,2,2,1,17,0,57,1
80416,141118,0,11.0,30.0,2.0,30.0,0.028663,23.0,3.0,2.0,3.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0,1,0,1,6,7,4,3,1,17,5,4,1
65261,410522,0,13.0,22.0,2.0,20.0,0.008625,62.0,11.0,23.0,7.0,1,1,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,4,1,1,10,5,5,1
22348,326162,0,9.0,96.0,4.0,83.0,0.022625,31.0,7.0,15.0,11.0,1,1,1,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,1,1,4,1,1,10,0,42,0
90485,148368,0,8.0,144.0,4.0,144.0,0.0228,58.0,-1001.0,29.0,11.0,1,0,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,3,3,1,1,17,1,57,1
28482,281075,1,36.0,117.0,3.0,117.0,0.032561,39.0,10.0,3.0,13.0,1,1,0,1,0,0,3.0,1,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,6,1,1,1,1,10,6,5,1
65302,310374,0,9.0,27.0,1.0,27.0,0.018801,22.0,0.0,15.0,2.0,1,1,1,1,0,0,1.0,2,2,14,0,0,0,0,1,1,3.0,0.0,3.0,0.0,0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,1,2,3,5,14,5,47,1
83911,206179,0,16.0,13.0,1.0,11.0,0.022625,36.0,2.0,1.0,11.0,1,1,0,1,0,0,1.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,6,7,1,2,1,17,5,5,1
67384,243515,0,18.0,27.0,1.0,27.0,0.008625,49.0,2.0,12.0,4.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0,1,6,1,1,1,1,10,1,42,1
44842,289185,2,16.0,18.0,1.0,18.0,0.026392,26.0,5.0,5.0,5.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,0,1,1,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,5,7,4,1,1,14,6,42,1
93404,164236,3,27.0,53.0,4.0,47.0,0.0228,34.0,0.0,0.0,14.0,1,1,0,1,0,0,5.0,2,2,9,0,0,0,0,1,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,1,6,7,4,1,1,8,2,5,1
8833,168492,0,14.0,86.0,3.0,62.0,0.018029,62.0,2.0,7.0,13.0,1,1,0,1,0,0,2.0,3,2,10,0,0,0,0,0,0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,6,7,4,1,1,16,0,30,1
18085,404840,0,7.0,17.0,1.0,16.0,0.014464,55.0,6.0,14.0,10.0,1,1,0,1,0,0,1.0,2,2,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,1,3,1,17,5,33,0
47397,373244,2,14.0,31.0,1.0,24.0,0.008625,41.0,2.0,13.0,11.0,1,1,0,1,0,0,4.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,1,4,1,1,8,6,50,1
59524,184269,1,45.0,169.0,6.0,158.0,0.010006,47.0,20.0,22.0,2.0,1,1,0,1,0,0,3.0,2,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,6,7,1,1,1,6,5,26,1
44788,273607,0,9.0,68.0,2.0,68.0,0.010556,44.0,2.0,18.0,12.0,1,1,0,1,1,0,2.0,3,3,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0,1,1,1,6,7,4,1,1,9,4,5,1
66883,230945,0,9.0,15.0,1.0,13.0,0.025164,62.0,-1001.0,25.0,13.0,1,0,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,6,3,1,1,1,17,1,57,1
6841,225366,0,23.0,68.0,4.0,68.0,0.072508,64.0,-1001.0,22.0,13.0,1,0,0,1,1,0,2.0,1,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,3,4,1,1,17,5,57,1
182,390173,1,5.0,6.0,0.0,6.0,0.018801,42.0,6.0,5.0,12.0,1,1,1,1,1,0,3.0,2,2,7,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,5,7,4,1,1,16,2,40,1
97822,149547,0,22.0,58.0,3.0,58.0,0.032561,48.0,3.0,1.0,3.0,1,1,0,1,1,0,2.0,1,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,6,1,1,0,1,0,5,5,1
50225,189395,2,18.0,54.0,3.0,54.0,0.072508,36.0,2.0,3.0,8.0,1,1,0,1,0,1,4.0,1,1,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,1,1,6,1,4,1,1,14,4,5,1
89389,111501,0,22.0,96.0,3.0,83.0,0.01885,62.0,-1001.0,34.0,12.0,1,0,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,3,4,4,1,17,2,57,1
57116,365503,0,11.0,86.0,3.0,86.0,0.025164,57.0,-1001.0,25.0,11.0,1,0,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,1,6,3,3,1,1,17,3,57,1
94928,120694,1,14.0,89.0,3.0,89.0,0.016612,48.0,6.0,5.0,2.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,1,1,1,17,5,5,1
45008,130960,0,20.0,38.0,3.0,33.0,0.04622,56.0,-1001.0,0.0,0.0,1,0,0,1,0,0,2.0,1,1,17,0,0,0,0,0,0,6.0,0.0,6.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,3,4,1,1,17,0,57,1
52458,214176,1,14.0,90.0,6.0,90.0,0.028663,32.0,3.0,24.0,0.0,1,1,0,1,0,1,3.0,2,2,9,0,0,0,0,1,1,2.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,1,6,7,2,1,1,14,4,42,1
87028,219034,0,14.0,55.0,3.0,45.0,0.020246,31.0,2.0,7.0,2.0,1,1,0,1,0,0,1.0,3,3,13,1,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,1,3,1,17,0,33,1
24053,247523,1,11.0,45.0,2.0,45.0,0.030755,27.0,2.0,9.0,7.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,1,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,1,0,6,7,4,1,1,8,5,5,1
21552,441039,0,11.0,22.0,1.0,27.0,0.025164,30.0,1.0,13.0,2.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,1,1,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,6,1,4,1,1,10,0,5,1
61138,239752,3,18.0,201.0,6.0,180.0,0.025164,31.0,1.0,30.0,8.0,1,1,1,1,1,0,5.0,2,2,13,0,0,0,0,0,0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,1,1,1,1,14,6,5,1
83116,405071,0,9.0,57.0,2.0,48.0,0.00712,58.0,-1001.0,0.0,13.0,1,0,0,1,0,0,1.0,2,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,6,3,4,3,1,17,0,57,1
26539,336108,2,9.0,35.0,1.0,25.0,0.010147,43.0,6.0,1.0,3.0,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,6,7,4,1,1,8,2,5,1
21035,200839,3,11.0,50.0,2.0,50.0,0.00702,32.0,7.0,3.0,8.0,1,1,0,1,0,0,5.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.0,6.0,0,1,0,1,5,1,4,1,1,8,0,5,0
88623,356628,1,32.0,34.0,1.0,28.0,0.018634,35.0,13.0,10.0,11.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,0,0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,4,1,1,1,3,4,31,1
73269,382417,1,14.0,22.0,1.0,22.0,0.010006,28.0,10.0,7.0,3.0,1,1,1,1,1,0,3.0,2,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,6,7,4,1,1,11,5,33,1
76426,455561,2,18.0,36.0,2.0,36.0,0.0035409999999999,33.0,14.0,2.0,6.0,1,1,0,1,0,0,4.0,1,1,15,0,0,0,0,0,0,3.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,1,6,7,1,1,1,14,0,4,1
5808,209383,2,7.0,27.0,1.0,27.0,0.035792,29.0,11.0,6.0,2.0,1,1,1,1,1,0,3.0,2,2,11,0,0,0,0,0,0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,4,4,3,1,11,2,30,0
3364,121397,0,22.0,27.0,1.0,27.0,0.015221,56.0,28.0,17.0,10.0,1,1,0,1,1,0,1.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,1,3,1,3,5,39,1
78421,435606,0,9.0,32.0,1.0,24.0,0.020246,47.0,16.0,16.0,2.0,1,1,0,1,0,0,2.0,3,3,14,0,0,0,0,0,0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,6,7,4,0,1,17,6,53,0
71338,212665,0,11.0,59.0,3.0,45.0,0.030755,45.0,3.0,29.0,0.0,1,1,0,1,0,0,1.0,2,2,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,2,1,1,3,13,0
39555,279924,1,10.0,32.0,2.0,26.0,0.018634,48.0,1.0,6.0,3.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,6.0,1.0,6.0,1.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,2,1,17,4,5,0
24441,121525,0,20.0,112.0,4.0,112.0,0.026392,39.0,2.0,9.0,13.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,2.0,0.0,2.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,1,7,1,1,1,14,4,33,0
49739,180152,1,9.0,28.0,2.0,22.0,0.003069,38.0,2.0,19.0,2.0,1,1,0,1,0,0,3.0,3,3,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,6,1,3,1,1,12,0,43,1
55934,302547,1,12.0,22.0,1.0,22.0,0.026392,36.0,6.0,20.0,12.0,1,1,0,1,1,0,3.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,1,0,6,7,4,1,1,14,1,51,1
35698,279635,2,11.0,14.0,2.0,14.0,0.010006,40.0,10.0,5.0,11.0,1,1,1,1,1,0,4.0,2,1,15,0,0,0,0,0,0,6.0,0.0,6.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,6,7,1,1,1,6,1,28,1
1353,294044,0,20.0,38.0,2.0,38.0,0.0105,49.0,10.0,12.0,4.0,1,1,0,1,0,0,1.0,3,3,11,0,0,0,0,0,0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,2,1,10,0,5,1
21721,214854,0,27.0,117.0,8.0,112.0,0.030755,42.0,15.0,9.0,4.0,1,1,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,8.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0,0,1,6,1,4,0,1,3,4,42,1
95475,269494,2,7.0,81.0,2.0,68.0,0.025164,27.0,4.0,3.0,4.0,1,1,1,1,0,0,4.0,2,2,15,0,0,0,0,1,1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,6,7,4,1,1,11,1,30,1
61700,361799,0,15.0,119.0,7.0,112.0,0.04622,60.0,-1001.0,20.0,10.0,1,0,0,1,0,0,2.0,1,1,12,0,0,0,0,0,0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,3,4,1,1,17,5,57,1
54448,185559,0,20.0,68.0,4.0,68.0,0.072508,50.0,3.0,23.0,5.0,1,1,0,1,1,1,2.0,1,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,6,7,4,1,1,8,2,11,1
28091,384162,1,14.0,60.0,3.0,48.0,0.019101,27.0,3.0,0.0,7.0,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,6,1,4,1,1,14,6,45,0
96863,299115,0,11.0,64.0,3.0,45.0,0.0196889999999999,64.0,-1001.0,5.0,12.0,1,0,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,3,1,1,1,17,1,57,1
25010,116208,0,11.0,28.0,1.0,23.0,0.020246,41.0,13.0,11.0,13.0,1,1,0,1,1,0,2.0,3,3,5,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,1,1,8,1,5,1
28204,358933,0,12.0,14.0,1.0,14.0,0.031329,28.0,4.0,1.0,5.0,1,1,1,1,0,0,1.0,2,2,13,0,0,0,0,0,0,3.0,0.0,3.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,1,3,1,15,1,30,1
81577,175701,0,27.0,180.0,5.0,180.0,0.010006,58.0,21.0,19.0,10.0,1,1,0,1,0,0,2.0,2,1,15,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,1,7,1,1,1,3,0,39,1
44115,284680,0,25.0,50.0,2.0,50.0,0.028663,49.0,8.0,12.0,4.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,1,1,4.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,1,7,4,1,1,4,5,55,1
