,Application_id,Predicted_decision,Prediction_Confidence_Accepted,Prediction_Confidence_Rejected,ft_name_0,ft_value_0,ft_weight_0,ft_name_1,ft_value_1,ft_weight_1,ft_name_2,ft_value_2,ft_weight_2,ft_name_3,ft_value_3,ft_weight_3,ft_name_4,ft_value_4,ft_weight_4,ft_name_5,ft_value_5,ft_weight_5,ft_name_6,ft_value_6,ft_weight_6,ft_name_7,ft_value_7,ft_weight_7,ft_name_8,ft_value_8,ft_weight_8,ft_name_9,ft_value_9,ft_weight_9,ft_name_10,ft_value_10,ft_weight_10,ft_name_11,ft_value_11,ft_weight_11,ft_name_12,ft_value_12,ft_weight_12,ft_name_13,ft_value_13,ft_weight_13,ft_name_14,ft_value_14,ft_weight_14,ft_name_15,ft_value_15,ft_weight_15,ft_name_16,ft_value_16,ft_weight_16,ft_name_17,ft_value_17,ft_weight_17,ft_name_18,ft_value_18,ft_weight_18,ft_name_19,ft_value_19,ft_weight_19,ft_name_20,ft_value_20,ft_weight_20,ft_name_21,ft_value_21,ft_weight_21,ft_name_22,ft_value_22,ft_weight_22,ft_name_23,ft_value_23,ft_weight_23,ft_name_24,ft_value_24,ft_weight_24,ft_name_25,ft_value_25,ft_weight_25,ft_name_26,ft_value_26,ft_weight_26,ft_name_27,ft_value_27,ft_weight_27,ft_name_28,ft_value_28,ft_weight_28,ft_name_29,ft_value_29,ft_weight_29,ft_name_30,ft_value_30,ft_weight_30,ft_name_31,ft_value_31,ft_weight_31,ft_name_32,ft_value_32,ft_weight_32,ft_name_33,ft_value_33,ft_weight_33,ft_name_34,ft_value_34,ft_weight_34,ft_name_35,ft_value_35,ft_weight_35,ft_name_36,ft_value_36,ft_weight_36,ft_name_37,ft_value_37,ft_weight_37,ft_name_38,ft_value_38,ft_weight_38,ft_name_39,ft_value_39,ft_weight_39,ft_name_40,ft_value_40,ft_weight_40,ft_name_41,ft_value_41,ft_weight_41,ft_name_42,ft_value_42,ft_weight_42,ft_name_43,ft_value_43,ft_weight_43,ft_name_44,ft_value_44,ft_weight_44,ft_name_45,ft_value_45,ft_weight_45,ft_name_46,ft_value_46,ft_weight_46,ft_name_47,ft_value_47,ft_weight_47,ft_name_48,ft_value_48,ft_weight_48
5752,339438,Rejected,52,48,Number of children,0,0.009,Income,112500.0,0.062,Loan Credit amount ,172512.0,0.086,Loan annuity,7726.5,0.032,Goods Price,144000.0,0.058,Region's Normalized Population,0.020713,0.056,Age,39.0,0.067,Years in current employment,2.0,0.056,Years since changing registration,13.0,0.058,Years since changing  identity document,11.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,8,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,1.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,1.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,6.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,6.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Civil marriage,0.017,Housing situation,House / apartment,0.007,Occupation Type,Cleaning staff,0.034,Application Day,TUESDAY,0.021,Employer organization,School,0.036
76697,196014,Accepted,57,43,Number of children,0,0.009,Income,180000.0,0.062,Loan Credit amount ,1078200.0,0.086,Loan annuity,31522.5,0.032,Goods Price,900000.0,0.058,Region's Normalized Population,0.00733,0.056,Age,61.0,0.067,Years in current employment,6.0,0.056,Years since changing registration,25.0,0.058,Years since changing  identity document,12.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,Yes,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,12,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,4.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,4.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,3.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Security staff,0.034,Application Day,THURSDAY,0.021,Employer organization,Construction,0.036
44685,287940,Accepted,53,47,Number of children,1,0.009,Income,81000.0,0.062,Loan Credit amount ,73944.0,0.086,Loan annuity,4941.0,0.032,Goods Price,58500.0,0.058,Region's Normalized Population,0.010966,0.056,Age,34.0,0.067,Years in current employment,5.0,0.056,Years since changing registration,14.0,0.058,Years since changing  identity document,14.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,3.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,16,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,1.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,3.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Sales staff,0.034,Application Day,SATURDAY,0.021,Employer organization,Self-employed,0.036
5004,381135,Accepted,74,26,Number of children,2,0.009,Income,270000.0,0.062,Loan Credit amount ,540000.0,0.086,Loan annuity,26109.0,0.032,Goods Price,540000.0,0.058,Region's Normalized Population,0.015221,0.056,Age,33.0,0.067,Years in current employment,8.0,0.056,Years since changing registration,2.0,0.058,Years since changing  identity document,11.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,Yes,0.009,Number of family members,4.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,-0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Higher education,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Laborers,0.034,Application Day,FRIDAY,0.021,Employer organization,Industry: type 9,0.036
32831,421722,Accepted,68,32,Number of children,0,0.009,Income,67500.0,0.062,Loan Credit amount ,125361.0,0.086,Loan annuity,9121.5,0.032,Goods Price,103500.0,0.058,Region's Normalized Population,0.007305,0.056,Age,56.0,0.067,Years in current employment,,0.056,Years since changing registration,18.0,0.058,Years since changing  identity document,10.0,0.043,Has Mobile,Yes,0,Has Employee Phone,No,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,9,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,-0.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,1.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Pensioner,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,THURSDAY,0.021,Employer organization,XNA,0.036
1642,259293,Accepted,82,18,Number of children,0,0.009,Income,81000.0,0.062,Loan Credit amount ,239850.0,0.086,Loan annuity,23494.5,0.032,Goods Price,225000.0,0.058,Region's Normalized Population,0.01885,0.056,Age,61.0,0.067,Years in current employment,,0.056,Years since changing registration,27.0,0.058,Years since changing  identity document,12.0,0.043,Has Mobile,Yes,0,Has Employee Phone,No,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,7.0,0.011,Number of times social circle defaulted on loan for 30 days,1.0,0.015,Number of times social circle were at risk to default on loan for 60 days,7.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,5.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,2.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Pensioner,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,FRIDAY,0.021,Employer organization,XNA,0.036
34230,140328,Accepted,52,48,Number of children,0,0.009,Income,180000.0,0.062,Loan Credit amount ,178290.0,0.086,Loan annuity,17496.0,0.032,Goods Price,157500.0,0.058,Region's Normalized Population,0.011703,0.056,Age,52.0,0.067,Years in current employment,20.0,0.056,Years since changing registration,21.0,0.058,Years since changing  identity document,6.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,1.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,14,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,5.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,2.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Family,0.009,Income type,Commercial associate,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Widow,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,SATURDAY,0.021,Employer organization,Business Entity Type 2,0.036
35208,241835,Accepted,53,47,Number of children,1,0.009,Income,117000.0,0.062,Loan Credit amount ,284400.0,0.086,Loan annuity,19134.0,0.032,Goods Price,225000.0,0.058,Region's Normalized Population,0.014464,0.056,Age,36.0,0.067,Years in current employment,7.0,0.056,Years since changing registration,18.0,0.058,Years since changing  identity document,6.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,3.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,4,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,2.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,1.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Family,0.009,Income type,State servant,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,WEDNESDAY,0.021,Employer organization,Other,0.036
20766,191683,Rejected,56,44,Number of children,0,0.009,Income,157500.0,0.062,Loan Credit amount ,1178217.0,0.086,Loan annuity,34578.0,0.032,Goods Price,922500.0,0.058,Region's Normalized Population,0.035792,0.056,Age,40.0,0.067,Years in current employment,2.0,0.056,Years since changing registration,18.0,0.058,Years since changing  identity document,11.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,1.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,10,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Different,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,5.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,2.0,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Single / not married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Cooking staff,0.034,Application Day,TUESDAY,0.021,Employer organization,Self-employed,0.036
87413,220140,Accepted,68,32,Number of children,0,0.009,Income,900000.0,0.062,Loan Credit amount ,1467612.0,0.086,Loan annuity,56029.5,0.032,Goods Price,1350000.0,0.058,Region's Normalized Population,0.007305,0.056,Age,38.0,0.067,Years in current employment,10.0,0.056,Years since changing registration,6.0,0.058,Years since changing  identity document,12.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,Yes,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,2.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,9,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Different,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,6.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,0.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Commercial associate,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Civil marriage,0.017,Housing situation,With parents,0.007,Occupation Type,Managers,0.034,Application Day,MONDAY,0.021,Employer organization,Business Entity Type 2,0.036
17329,283422,Rejected,65,35,Number of children,2,0.009,Income,90000.0,0.062,Loan Credit amount ,1149606.0,0.086,Loan annuity,33741.0,0.032,Goods Price,823500.0,0.058,Region's Normalized Population,0.020713,0.056,Age,24.0,0.067,Years in current employment,3.0,0.056,Years since changing registration,24.0,0.058,Years since changing  identity document,1.0,0.043,Has Mobile,Yes,0,Has Employee Phone,Yes,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,No,0.009,Has email,No,0.009,Number of family members,4.0,0.007,Region's Rating,3,0.011,Region & City Rating,3,0.019,Application Hour,12,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Different,0.006,Contact city in work city,Different,0,Number of times social circle at default risk for 30 days,4.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,4.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,1.0,0.028,Number of Credit Bureau enquiries 1 hour before application,0.0,0.006,Number of Credit Bureau enquiries 1 day before application,0.0,0.011,Number of Credit Bureau enquiries 1 week before application,0.0,0.007,Number of Credit Bureau enquiries 1 month before application,0.0,0.006,Number of Credit Bureau enquiries 3 month before application,0.0,0.004,Number of Credit Bureau enquiries 1 year before application,3.0,0.03,Installments,Fixed,0.007,Gender,Male,0.019,Owns Car,Yes,0.028,Owns Property,Yes,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Working,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,MONDAY,0.021,Employer organization,Business Entity Type 1,0.036
22759,177498,Accepted,67,33,Number of children,0,0.009,Income,90000.0,0.062,Loan Credit amount ,225000.0,0.086,Loan annuity,22050.0,0.032,Goods Price,225000.0,0.058,Region's Normalized Population,0.026392,0.056,Age,67.0,0.067,Years in current employment,,0.056,Years since changing registration,24.0,0.058,Years since changing  identity document,10.0,0.043,Has Mobile,Yes,0,Has Employee Phone,No,0,Has Work Phone,No,0.006,Mobile reachable,Yes,0,Has Phone,Yes,0.009,Has email,No,0.009,Number of family members,1.0,0.007,Region's Rating,2,0.011,Region & City Rating,2,0.019,Application Hour,13,0.034,Contact address located in Registration region,Same,0.002,Work address located in Registration region,Same,0.004,Contact address located in work region,Same,0,Contact city in Registration city,Same,0.013,Work address in Registration city,Same,0.006,Contact city in work city,Same,0,Number of times social circle at default risk for 30 days,0.0,0.011,Number of times social circle defaulted on loan for 30 days,0.0,0.015,Number of times social circle were at risk to default on loan for 60 days,0.0,0.007,Number of times social circle defaulted on loan for 60 days,0.0,0.006,Years since changing phone,3.0,0.028,Number of Credit Bureau enquiries 1 hour before application,,0.006,Number of Credit Bureau enquiries 1 day before application,,0.011,Number of Credit Bureau enquiries 1 week before application,,0.007,Number of Credit Bureau enquiries 1 month before application,,0.006,Number of Credit Bureau enquiries 3 month before application,,0.004,Number of Credit Bureau enquiries 1 year before application,,0.03,Installments,Fixed,0.007,Gender,Female,0.019,Owns Car,No,0.028,Owns Property,No,0.011,Accompanied while applying,Unaccompanied,0.009,Income type,Pensioner,0.015,Highest education level,Secondary / secondary special,0.017,Family status,Single / not married,0.017,Housing situation,House / apartment,0.007,Occupation Type,Unknown,0.034,Application Day,MONDAY,0.021,Employer organization,XNA,0.036
